id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,C_city,C_street,accident_time_category,accident_time_afternoon,accident_time_early_morning,accident_time_evening,accident_time_late_evening,accident_time_morning,accident_time_night,driver_under_18,driver_18_to_24,driver_25_to_49,driver_50_to_64,driver_65_plus,num_drivers_under_18,num_drivers_18_to_24,num_drivers_25_to_49,num_drivers_50_to_64,num_drivers_65_plus,driver_male,driver_female,driver_unknown,num_drivers_male,num_drivers_female,num_drivers_unknown,num_drivers_total,vehicle_unknown,vehicle_pedestrian,vehicle_bicycle,vehicle_motorbike,vehicle_car,vehicle_van,vehicle_bus,num_vehicle_unknown,num_vehicle_pedestrian,num_vehicle_bicycle,num_vehicle_motorbike,num_vehicle_car,num_vehicle_van,num_vehicle_bus,is_weekend,is_public_holiday_mt,is_school_holiday_mt,is_school_day_mt,street_latitude,street_longitude,street_type,street_type_other,street_type_primary,street_type_residential,street_type_secondary,street_type_tertiary,street_type_trunk,region,region_Central,region_Gozo,region_Northern,region_South Eastern,region_Southern Harbour
release_92,Man grievously injured in traffic accident,"A 36-year-old Albanian man, from Marsascala, was taken to Mater Dei Hospital at around 1000 hrs following a traffic accident in Triq GÄ§ar Dalam, Birzebbugia.From initial investigations, it appears that the victim was hit by a Toyota Dyna van, which was being driven by a 59-year-old man from Marsa.The Albanian was assisted by a medical team and taken to hospital by an ambulance, where he was certified to have sustained grievous injuries.Police investigations are ongoing.",28/09/2025,2025-09-28 10:00:00,triq ghar dalam,birzebbuga,Grievious,59,M,1,Van,,,,,,,,,,,,,,,,20250928,Grievious,1,birzebbuga,triq ghar dalam,morning,False,False,False,False,True,False,False,False,False,True,False,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,True,False,False,False,35.8417603,14.5279126,primary,False,True,False,False,False,False,South Eastern,False,False,False,True,False
article_495442.0,Car overturns on MrieÄ§el bypass,"A car overturned on the MrieÄ§el bypass on Thursday afternoon. Â  The blue Fiat seems not to have been involved in a collision with another vehicle. Â Police said that the road wardens- LESA took the lead at the scene. Â  Generally, the Police take over a traffic accident when there are injuries. Â  For some minutes, both lanes of traffic in the busy main road were closed, but after officials swept the area and removed the shattererd glass that scattered on the road, one lane of traffic re-opened. Â  Witnesses on site said traffic was flowing.",02/10/2025,2025-10-02 00:00:00,mriehel bypass,hal qormi,not injured,none,none,0,car,,,,,,,,,,,,,,,,20251002,not injured,0,qormi,mriehel bypass,night,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,False,False,True,0,0,1,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,35.8881938,14.4639337,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
release_87,Traffic accident,"This morning, at around 0530 hrs, the Police were informed of a traffic accident in Triq L-ImÄ¡arr, Qala, Gozo.The Police went immediately on site and from preliminary investigations it resulted that a collision had occurred between a Kia Picanto that was being driven by a 53-year-old woman from Qala and a Honda NSC motorcycle that was being driven by a 47-year-old man, a resident of Nadur.A medical team was called on site and an ambulance took the motorcyclist to Gozo General Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",02/10/2025,2025-10-02 05:30:00,triq l-imgarr,qala,not injured,53,F,1,Car,Grievious,47,M,1,Motorbike,,,,,,,,,,,20251002,Grievious,2,qala,triq l-imgarr,night,False,False,False,False,False,True,False,False,True,True,False,0,0,1,1,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,36.02573,14.29241,secondary,False,False,False,True,False,False,Gozo,False,True,False,False,False
release_94,Woman greviously injured in traffic accident,"A 36-year-old Italian woman, resident in St Paulâ€™s Bay, was taken to Mater Dei Hospital at around 8:45 a.m. due to injuries sustained in a traffic accident in Triq Santâ€™ Andrija, St Julianâ€™s.Preliminary investigations showed that while she was riding a Kymco Like motorcycle, lost control and fell, subsequently colliding with a Toyota Tercel that was being driven in the same direction by a 71-year-old man from San Ä wann.She was assisted by a medical team and taken to the hospital by ambulance, where she was later certified as having sustained grevious injuries.Police investigations are still ongoing.",04/10/2025,2025-10-04 08:45:00,triq sant andrija,st julians,Grievious,36,F,1,Motorbike,not injured,71,M,0,Car,,,,,,,,,,,20251004,Grievious,1,st julian,triq sant andrija,morning,False,False,False,False,True,False,False,False,True,False,True,0,0,1,0,1,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,35.9234324,14.4824207,trunk,False,False,False,False,False,True,Northern,False,False,True,False,False
release_93,Traffic accident in SiÄ¡Ä¡iewi,"Yesterday, at around 2:30 p.m. (1430hrs), the Police were informed of a traffic accident in Triq Taâ€™ Lawrenti, SiÄ¡Ä¡iewi.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Smart Fortwo driven by a 34-year-old woman from MellieÄ§a and a Volvo XC40 driven by a 38-year-old man from Qrendi.A medical team was called to the site, and the woman was taken to Mater Dei Hospital by ambulance. Later, she was certified as having sustained grevious injuries.Police investigations are still ongoing.",05/10/2025,2025-10-04 14:30:00,triq ta lawrenti,siggiewi,Grievious,34,F,1,Car,not injured,38,M,0,Car,,,,,,,,,,,20251004,Grievious,1,siggiewi,triq ta lawrenti,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,True,False,False,False,35.83388,14.43712,residential,False,False,True,False,False,False,Central,True,False,False,False,False
release_28,Traffic accident in Gudja,"Late yesterday evening, at around 11:00 p.m. (2300hrs), the Police were informed of a traffic accident in Triq Dawret il-Gudja, Gudja.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Suzuki Baleno driven by a 49-year-old man from Swieqi and a Hyundai Getz driven by a 19-year-old from San Ä wann. Followwing the intial impact, the Hyundai veered into the opposite lane and collided with a Renault Captur.The Renault was driven by a 50-year-old man. Also inside the vehicle were two women aged 69 and 43, as well as a 14-year-old girl and a 14-year-old boy, all residents of Rabat.A medical team was called to the scene, and an ambulance took the 43-year-old woman together with the two children to Mater Dei Hospital. Later, the 14-year-old boy was certified to have suffered grievous injuries, while the girl and the 43-year-old woman suffered slight injuries.Police investigations into this accident are still ongoing.",05/10/2025,2025-10-04 23:00:00,triq dawret il-gudja,gudja,not injured,49,M,0,Car,not injured,19,unknown,0,Car,Grievious,50,M,2.0,Car,,,,,,20251004,Grievious,2,gudja,triq dawret il-gudja,late_evening,False,False,False,True,False,False,False,True,True,True,False,0,1,1,1,0,True,False,True,2,0,1,3,False,False,False,False,True,False,False,0,0,0,0,3,0,0,True,False,False,False,35.84692,14.49538,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
article_496006.0,Motorist admits drink-driving and fleeing the scene of an accident,"A 34-year-old drink-driver who hit a motorcyclist and sped away from the scene was fined â‚¬3,000 and had his driving licence suspended for six months on Tuesday. The accident happened on the roundabout of Saqqajja Hill on Sunday. Mario Mifsud, a chef from Qormi, appeared in court on Tuesday accused of driving in a reckless, negligent or dangerous manner, damaging a motorcycle, injuring the motorcyclist and driving under the influence. He was also accused of leaving the scene of the collision. Police inspector Nathan Bugeja explained that the motorcyclist was waiting at the roundabout when he was hit by the car driven by the accused. The driver stopped and upon seeing the victim on the ground, got back in his car and sped off. He then turned up at Qormi police station half an hour later with his father and brother. He smelt of alcohol but refused to take a breathalyser test after consulting with his lawyer. On Tuesday afternoon, he pleaded guilty to the charges. Magistrate Charmaine Galea, found him guilty by his own admission, fined him â‚¬3,000 and suspended his driving licence for six months. The court also imposed a 12-point penalty on his licence. Police inspector Nathan Bugeja prosecuted while lawyer Roberto Montalto assisted the accused.",07/10/2025,2025-10-05 00:00:00,saqqajja hill roundabout,rabat,slight,34,M,1,car,slight,none,none,1,Motorbike,,,,,,,,,,,20251005,Serious,2,rabat,saqqajja hill roundabout,night,False,False,False,False,False,True,False,False,True,False,False,0,0,1,0,0,True,False,True,1,0,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,35.88498,14.39863,other,True,False,False,False,False,False,Central,True,False,False,False,False
release_52,Woman grievously injured in a traffic accident,"An 84-year-old woman, a resident of Naxxar, was hospitalised at 0930 hrs after being injured in a traffic accident in Triq il-Kappella Taâ€™ XagÄ§ra, Naxxar.It resulted from initial investigations that the victim was hit by Hyundai Excel, that was being driven by an 84-year-old man from Naxxar.The woman was assisted by a medical team and taken to hospital by ambulance, where she was certified to be suffering from grievous injuries.Police investigations are ongoing.",06/10/2025,2025-10-06 09:30:00,triq il-kappella ta xaghra,naxxar,not injured,84,M,0,Car,Grievious,84,F,1,Pedestrian,,,,,,,,,,,20251006,Grievious,1,naxxar,triq il-kappella tax-xaghra,morning,False,False,False,False,True,False,False,False,False,False,True,0,0,0,0,2,True,True,False,1,1,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,False,True,35.91592,14.44063,residential,False,False,True,False,False,False,Northern,False,False,True,False,False
article_496206.0,Watch: Traffic accident caught live on air during live Transport Malta interview,"Maltaâ€™s traffic woes were brought home to TV viewers live on air after a minor accident was caught on camera during a roadside TVM interview with a Transport Malta official. The footage shows a silver vehicle crashing into the back of a red car in front as the latter stops at a Paola roundabout, as Transport Maltaâ€™s (TM) deputy head of enforcement Jean Claude Attard is interviewed in the foreground live onÂ TVM. Attard appears startled at the sound of the accident before looking around to the scene of the bumper-to-bumper in the background, while the presenter continues speaking. The accident occurred just moments after the presenter said the pair were â€œhere in the early hours of the morning, when traffic seems to be at its peak â€“ which is normal for the countryâ€.  Reacting to the incident, Attard tells the presenter: â€œAs you can see, these things happen on the go, as behind us, we have a bumper-to-bumper which can take a while to clear the vehicles from the streetâ€. He added that TM officials would â€œplace markers on the ground of where the crash happened to move the cars as fast as possibleâ€ in addition to their duties directing traffic at what he described as â€œone of the busiest junctions in the southâ€. TM officials can be seen attending the scene shortly after the incident occurs. Thursdayâ€™s on-air accident comes as Malta continues to battle perennial congestion and frustration on the roads. On Tuesday, gridlock was particularly bad across the country as Malta registered 23 collisions, 10 vehicle breakdowns and two separate spillages across the island during morning rush hour. Motorists reported spending more than double the usual time on their commutes, and many took to social media to express frustration, complaining about standstill traffic that stretched even onto non-arterial roads. The issue spilt over into parliamentary proceedings later that day when Opposition Leader Alex Borg quipped to Robert Abela that he was delayed because, due to not being escorted like the prime minister, he was stuck in traffic.",09/10/2025,2025-10-09 00:00:00,paola roundabout,paola,slight,none,none,0,Car,slight,none,none,0,Car,,,,,,,,,,,20251009,Slight,0,paola,paola roundabout,night,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,False,False,True,0,0,2,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,False,False,True,,,other,True,False,False,False,False,False,Southern Harbour,False,False,False,False,True
article_496202.0,Motorcyclist seriously injured in Å»urrieq crash,"A motorcyclist was left with serious injuries after being involved in a traffic collision with a car in Å»urrieq on Thursday morning. Preliminary investigations suggest a collision had occurred between the Piaggio Beverly motorbike driven by the injured party, a 61-year-old man from Mqabba, and a Toyota Aqua driven by a 67-year-old woman from Å»urrieq. The incident occurred on Triq il-Belt Valletta at around 9.30am, police said. The motorcyclist was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Magistrate Monica Borg Galea was informed of the incident and opened an inquiry into the case. Police investigations are still ongoing.",09/10/2025,2025-10-09 09:30:00,triq il-belt valletta,zurrieq,Serious,61,M,1,Motorbike,Serious,67,F,1,Car,,,,,,,,,,,20251009,Serious,2,zurrieq,triq il-belt valletta,morning,False,False,False,False,True,False,False,False,False,True,True,0,0,0,1,1,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.8350408,14.4748324,primary,False,True,False,False,False,False,South Eastern,False,False,False,True,False
