id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,delete_flag,C_city,C_street,duplicate_of_id
article_1490.0,Motorcyclist grievously injured in MÄ¡arr road accident,"A 63-year old man from GÄ§arb, Gozo, was grievously injured when the motorbikeÂ  he was driving was involved in a collision with a car in MÄ¡arr on Friday afternoon. Police said the accident happened at 3.30pm in Triq l-ImÄ¡arr when a Toyota Starlet driven by a 54-year old man from Mosta was involved in a collision with a Honda motorbike driven by the Gozitan man. The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries. Magistrate Ian Farrugia was informed of the accident and has opened an inquiry. Police investigations are still underway.",02/05/2025,02/05/2025 15:30,triq l-imgarr,mgarr,not injured,54,M,0,Car,Serious,63,M,1,Motorbike,,,,,,,,,,,20250502,Serious,1,delete,mgarr,triq l-imgarr,release_71
release_90,Motorcycle accident in Paola,"A 26-year-old Indian man and residing in Floriana, at around 2200hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq Kordin, Paola.Preliminary investigations showed that the man was riding a Hyosung Karion motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",26/04/2025,25/04/2025 22:00,triq kordin,paola,Grievious,26,M,1,Motorbike,,,,,,,,,,,,,,,,20250425,Grievious,1,retain,paola,triq kordin,
release_12,Italian woman grievously injured in a traffic accident,"An Italian woman was taken to Mater Dei Hospital for some injuries she suffered in a traffic accident in Cospicua Seafront, Cospicua at around 1300hrs.It resulted from initial investigations that the victim was hit by a Nissan March, which was being driven by a 48-year-old man from Kalkara.The woman was assisted by a medical team, taken to hospital by an ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",22/04/2025,22/04/2025 13:00,cospicua seafront,cospicua,Grievious,48,M,1,Car,,,,,,,,,,,,,,,,20250422,Grievious,1,retain,cospicua,cospicua seafront,
article_1718.0,Motorcyclist left with serious injuries after collision with car,"A 72-year-old motorcyclist was left with serious injuries Friday after being involved in a collision with a car in St Paulâ€™s Bay. The accident took place on Burmarrad Street at around 1.30pm, when a Mazda Demio driven by a 31-year-old Czech woman from Mosta and the Piaggio motorcycle driven by the man, a Birkirkara resident, collided.Â  The man was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.Â  Police investigations are ongoing.",18/04/2025,18/04/2025 13:30,burmarrad street,st paul's bay,not injured,31,F,0,Car,Serious,72,M,1,Motorbike,,,,,,,,,,,20250418,Serious,1,retain,san pawl il bahar,triq burmarrad,
release_31,Car-motorcycle collision in St Paul&#8217;s Bay,"Today, at around 1330hrs, the Police were informed of a traffic accident in Triq Burmarrad, St Paulâ€™s Bay.Preliminary investigations showed that a collision occurred between a Mazda Demio driven by a 31-year-old Czech Republic woman residing in Mosta and a Piaggio motorcycle driven by a 72-year-old man who lives in Birkirkara.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",18/04/2025,18/04/2025 13:30,triq burmarrad,st pauls bay,not injured,31,F,0,Car,Grievious,72,M,1,Motorbike,,,,,,,,,,,20250418,Grievious,1,delete,san pawl il bahar,triq burmarrad,article_1718.0
release_61,Traffic accident in Mosta,"A 46-year-old motorcyclist resident in Rabat, was seriously injured early this morning in a traffic accident in Mosta.The accident happened at around 0200hrs in Triq iÅ¼-Å»ejfa.Preliminary investigations showed that a collision occurred between a BMW motorcycle being driven by a Transport Malta official and a Peugeot 206 driven by a 54-year-old man residing in Naxxar.A medical team was immediately summoned to assist the officer and was then taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",18/04/2025,18/04/2025 02:00,triq iz-zejfa,mosta,Serious,46,unknown,1,Motorbike,not injured,54,M,0,Car,,,,,,,,,,,20250418,Serious,1,retain,mosta,triq iz-zejfa,
article_1745.0,Transport Malta official assisting charity marathon seriously injured in crash,"Updated 9.45am Godfrey Camilleri, a Transport Malta official, was seriously injured in a crash at 2am on Friday in Mosta. TM, which named the injured Â 46-year-old, said Camilleri was helping out withÂ  coordination of the annual Puttinu Cares marathon.Â Â  The agency added it was in touch with his family to provide any necessary support.",18/04/2025,18/04/2025 02:00,triq iz zejfa,mosta,Serious,46,M,1,Motorbike,,,,,,,,,,,,,,,,20250418,Serious,1,delete,mosta,triq iz-zejfa,release_61
article_1769.0,80-year old pedestrian seriously injured in car accident,"An 80-year old man was seriously injured after he was run over by a car in Luqa on Thursday afternoon. Police reported that the man from Santa Lucija was hit by a Nissan NV 200 which was being driven by a 22-year old man from GÄ§axaq. The accident happened at 1pm in Triq Ä¦al Luqa, Luqa. The 80-year old pedestrian was treated on site and then taken to Mater Dei Hospital by ambulance where he was certified to be suffering from grievous injuries. Police investigations are under way.",17/04/2025,17/04/2025 13:00,triq hal luqa,luqa,not injured,22,M,0,Car,Grievious,80,M,1,Pedestrian,,,,,,,,,,,20250417,Grievious,1,retain,luqa,triq hal luqa,
release_33,Car-motorcycle collision in Å»ejtun,"Today, at around 0930hrs, the Police were informed of a traffic accident in Tal-Barrani Road, Å»ejtun.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a Mazda Demio driven by a 46-year-old man residing in Å»ejtun and a Honda motorcycle driven by a 79-year-old man also living in Å»ejtun.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",17/04/2025,17/04/2025 09:30,tal-barrani road,zejtun,not injured,46,M,0,Car,Grievious,79,M,1,Motorbike,,,,,,,,,,,20250417,Grievious,1,retain,zejtun,triq tal-barrani,
article_1776.0,Elderly motorcyclist grievously injured in Å»ejtun collision,"A 79-year old man from Å»ejtun was grievously injured on Thursday morning when the Honda motorbike he was driving was involved in a collision with a car, the police said. The accident happened at 9.30am on Triq Tal-Barrani in Å»ejtun. The motorbike was involved in a collision with a Mazda Demio driven by a 46-year-old man, also from Å»ejtun. The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries. The police are investigating.",17/04/2025,17/04/2025 09:30,triq tal-barrani,zejtun,Grievious,79,M,1,Motorbike,not injured,46,M,0,Car,,,,,,,,,,,20250417,Grievious,1,delete,zejtun,triq tal-barrani,release_33
release_16,Man grievously injured in a traffic accident,"An 80-year-old man, a resident of Santa LuÄ‹ija, was taken to Mater Dei Hospital for some injuries he sustained in a traffic accident in Luqa Road, Luqa.It resulted from initial investigations that the victim was hit by Nissan NV 200, which was being driven by a 22-year-old man from GÄ§axaq.The man was assisted by a medical team, taken to hospital by an ambulance and later certified to have sustained grievous injuries.Police investigations are ongoing.",17/04/2025,17/04/2025 00:00,luqa road,luqa,Grievious,22,M,1,Van,,,,,,,,,,,,,,,,20250417,Grievious,1,retain,luqa,luqa road,
release_6,Traffic accident in Marsa,"Yesterday, at around ten minutes to nine in the morning (0850 hrs), the Police were informed of a traffic accident in Triq Aldo Moro, Marsa.Preliminary investigations by the District Police found that a collision occurred between a Yamaha motorcycle driven by a 36-year-old man from Cospicua, an Isuzu Elf van driven by a 52-year-old man from Fgura and a Hyundai Kona driven by a 53-year-old man from Å»abbar.A medical team was called on site to assist and an ambulance took the motorcyclist to Mater Dei Hospital for treatment. He was later certified to have sustained grievous injuries.Police investigations in connection with this incident are ongoing.",16/04/2025,15/04/2025 08:50,triq aldo moro,marsa,Grievious,36,M,1,Motorbike,not injured,52,M,0,Van,not injured,53,M,0,Car,,,,,,20250415,Grievious,1,retain,marsa,aldo moro road,
article_1808.0,Motorcyclist grievously injured in three-vehicle collision in Marsa,Updated 12.50pm A motorcyclist was grievously injured after being involved in a three-vehicle collision with a car and a van in Marsa on Tuesday morning. A police spokesperson told Times of Malta the accident happened at 8.50am on Triq Aldo Moro in the direction of Valletta. A 36-year-old man riding a Yamaha motorbike was involved in a collision with a Hyundai Kona car driven by a 53-year-old man from Zabbar and an Isuzu Elf van driven by a 52-year-old man from Fgura. The motorcyclist was taken to Mater Dei Hospital where he was found to be suffering from grievous injuries. The drivers of the other two vehicles were not injured in the accident. Traffic in the area was slow moving immediately after the accident but the road remains open.,15/04/2025,15/04/2025 08:50,triq aldo moro,marsa,Grievious,36,M,1,Motorbike,not injured,53,M,0,Car,not injured,52,M,0,Van,,,,,,20250415,Grievious,1,delete,marsa,aldo moro road,release_6
release_76,Two-car accident in BirÅ¼ebbuÄ¡a,"Yesterday, at about 1745hrs, the Police were informed of a traffic accident in BirÅ¼ebbuÄ¡a Road, BirÅ¼ebbuÄ¡a.Preliminary investigations found that a collision occurred between a Smart driven by a 41-year-old man from Gudja and a Toyota Passo driven by a 36-year-old woman from Å»abbar.A medical team was called on site and an ambulance took the man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",14/04/2025,13/04/2025 17:45,birzebbuga road,birzebbuga,Grievious,41,M,1,Car,not injured,36,F,0,Car,,,,,,,,,,,20250413,Grievious,1,retain,birzebbuga,birzebbuga road,
article_1860.0,Man grievously injured in BirÅ¼ebbuÄ¡a crash,A 41-year-old driver from Gudja was grievously injured late on Sunday afternoon in a crash in BirÅ¼ebbuÄ¡a. The police said the accident was reported on TriqÂ BirÅ¼ebbuÄ¡a at 5.45pm. It involved two cars - a Smart driven by the man and a Toyota Passo driven by a 36-year-old woman from Å»abbar. Police investigations are ongoing.,14/04/2025,13/04/2025 17:45,triq birzebbuga,birzebbuga,Grievious,41,M,1,Car,Unknown,36,F,0,Car,,,,,,,,,,,20250413,Grievious,1,delete,birzebbuga,triq birzebbuga,
article_1856.0,"Six people, including tourists, hospitalised following crash on Coast Road","Updated Monday 8.55am Six people were hospitalised - one with serious injuries - following a crash involving a double-decker bus on the Coast Road. The police toldÂ Times of MaltaÂ that an accident involving two vehicles - a Volvo 37 bus and a Jaguar XF - was reported at 3.15pm. The bus was being driven by a 39-year-old man - a Kenyan national from Å»urrieq. He was rushed to Mater Dei hospital together with three passengers, one of whom is 79 years old. All four suffered slight injuries.Â  An 81-year-old man from Å»ebbuÄ¡ was driving the Jaguar. In the car with him, there was an 80-year-old woman from Å»ebbuÄ¡.Â  Both of them were rushed to hospital, where the female passenger was certified as having suffered serious injuries. The male driver suffered slight injuries. A magisterial inquiry and police investigations are ongoing.",13/04/2025,13/04/2025 15:15,coast road,naxxar,Slight,39,M,4,Bus,Serious,81,M,2,Car,,,,,,,,,,,20250413,Serious,6,retain,naxxar,coast road,
